ID,dmitry_rgf3,dmitry_rgf5,dmitry_rgf6,dmitry_adaboost_classifier,dmitry_xgboost
19818,10148.825,7600.55,14032.1,29199.925,18646.45
19820,119775.4,120194.5,119893.8,123659.95,118540.4
19821,119450.55,110462.5,119305.65,92523.0,123446.7
19822,51902.25,54729.05,49654.15,39129.775,38471.75
19823,24317.65,13424.1,13315.6,13495.3,18546.7
19829,25516.175,31710.9,30808.875,3476.35,29230.75
19830,110265.6,103634.95,114088.45,116139.25,108744.5
19831,86030.6,82886.45,83674.5,98247.75,74914.8
19833,42506.05,36092.15,49132.5,41525.825,45954.35
19834,57927.1,39887.25,50089.175,85538.525,52238.8
19835,145146.15,143983.05,146063.625,140433.35,143452.55
19837,72997.45,73878.45,77410.6,106336.9,85624.75
19838,50022.6,31811.575,37877.6,39803.85,48378.85
19840,13798.425,5374.825,16890.575,1284.875,27461.3
19841,102870.35,107285.3,99245.2,108902.2,103363.4
19843,131491.75,130887.4,131768.15,130549.95,130420.25
19846,106287.85,106263.9,107718.15,97353.4,109224.85
19847,26885.575,14308.775,19541.6,16086.45,6319.9
19850,41108.25,34903.55,44264.8,22128.375,37074.2
19852,26239.35,17313.725,20342.6,66203.15,47919.7
19856,92201.3,74363.95,84741.0,34828.2,54006.0
19857,109569.7,111670.15,106620.3,116390.35,114550.75
19858,84819.15,75352.4,83223.3,90683.6,67621.0
19859,95721.9,101956.4,97750.6,102356.95,110426.95
19861,114536.85,106908.1,113027.25,69693.5,121826.1
19863,127076.95,124774.95,125705.2,131439.0,136300.0
19864,143946.3,143615.9,143177.175,140593.025,142112.25
19866,111118.4,100748.8,107589.6,67203.5,83268.95
19872,76848.8,76207.15,79335.05,87921.2,85205.9
19878,57800.4,44266.05,53664.9,45621.175,33989.5
19879,27738.475,19323.2,43458.6,40533.4,21957.7
19882,88445.225,87023.5,84769.6,83049.25,85755.75
19883,41834.5,28962.55,35459.25,48142.025,51304.1
19884,55491.325,47214.425,52667.925,37455.225,22895.25
19885,46332.625,25734.25,52442.275,62232.8,43004.1
19888,136338.5,134698.45,134808.5,138091.15,136476.3
19889,97662.05,96140.3,97580.85,95791.75,94453.9
19890,114574.825,113902.75,112041.9,80630.075,107852.5
19891,95390.1,94369.3,93074.4,49389.8,90511.2
19895,151764.825,150622.5,151813.9,151370.9,151606.2
19897,46329.65,44553.9,53800.15,33458.4,48505.75
19900,110302.1,103001.25,106995.05,115252.55,112194.4
19905,80061.3,80086.15,78553.6,104173.95,83642.4
19907,27026.5,23917.575,40280.8,18120.55,34823.6
19908,29510.375,19782.45,30629.5,26678.175,12672.6
19909,77672.775,76434.675,74631.7,84176.375,85503.65
19910,125997.65,123828.3,124197.15,131406.9,131419.2
19912,47877.975,44632.05,59684.625,58902.375,46875.5
19914,54281.2,40706.4,42404.6,24649.0,28343.8
19915,25189.725,12457.3,18889.125,18217.475,12353.75
19916,131847.6,132381.5,131682.35,128792.05,127204.95
19917,21435.475,15809.125,35293.125,1668.275,4770.6
19918,89758.475,66691.5,82010.725,82857.5,78961.3
19920,148060.2,147699.35,148249.85,151732.95,151751.4
19922,149188.15,148065.1,148968.35,149292.425,147177.6
19923,46827.725,26327.925,59057.95,58758.3,39387.95
19924,151354.525,150281.725,151537.575,149517.675,151269.65
19925,11243.3,8250.875,7882.825,8864.35,24757.55
19927,137200.125,135563.2,138003.875,137179.05,135095.9
19928,4175.325,4138.4,3126.85,11092.425,1784.05
19931,47223.5,49302.45,38620.725,23868.7,47595.6
19932,132546.3,133180.45,131750.05,130757.05,132481.65
19933,92355.825,87840.225,94065.55,81474.725,85468.4
19934,129828.55,128387.95,123498.5,139594.65,129721.05
19935,50927.95,48246.3,50386.4,68823.05,56444.6
19936,122978.05,122770.45,125357.85,124810.825,121856.3
19937,107694.95,105829.325,107373.05,47727.4,99086.25
19938,84989.7,67650.975,79258.55,84354.25,65490.45
19941,135995.5,135475.2,134479.2,136109.85,132670.2
19942,120225.05,115701.925,121475.0,130014.1,119250.8
19943,110997.45,111618.05,109850.55,111189.45,109081.35
19944,120112.5,125036.7,118012.15,127437.075,117710.8
19946,62988.9,44097.85,64903.5,82032.7,81172.1
19948,90179.8,73017.05,91594.15,83214.8,77579.45
19950,139593.025,139306.275,139900.0,143526.25,138202.15
19952,5000.675,3845.075,11423.425,5453.35,27825.1
19953,86859.35,86926.0,83100.2,89730.15,90416.45
19954,6990.1,5053.525,10813.475,30148.3,16391.05
19955,74760.85,66326.4,66020.45,86007.1,59578.15
19956,4401.625,5605.7,9200.975,6771.4,235.7
19957,26731.475,13899.7,25648.775,10197.775,14084.95
19958,91128.65,93971.6,92291.45,95073.2,88490.15
19959,4574.525,3947.875,12083.975,11877.625,1423.3
19960,25858.6,20205.725,31749.1,31013.275,8604.65
19961,121597.65,113744.85,122297.275,114278.475,113669.85
19962,29920.475,30110.15,31535.825,39423.75,34000.5
19963,130330.35,129990.75,130600.35,124386.7,129984.2
19966,13129.625,10436.35,11966.7,49147.4,46627.95
19973,140654.4,142013.3,140326.45,132855.95,149174.95
19977,42580.1,39650.5,44131.225,53740.925,51322.875
19978,113791.3,114196.45,114840.15,117233.15,112225.6
19979,111646.35,110888.35,112296.45,114472.75,108502.15
19980,67359.45,54956.5,66795.1,22838.175,27627.35
19981,57742.45,35992.65,72465.95,46267.825,33715.45
19984,28481.925,26438.025,32527.575,51423.475,45913.85
19986,94178.075,92309.3,96251.85,98044.425,100173.95
19987,3869.225,5599.25,10451.025,26378.575,14203.9
19988,33804.275,19453.025,38145.675,34912.25,23740.75
19991,62746.5,43284.725,61695.3,74959.025,58136.6
19993,6542.275,5880.0,18583.1,10591.375,833.2
19994,123711.55,122795.35,124077.3,132212.3,125256.15
19996,98586.1,98424.95,97616.6,92167.75,107080.35
20004,144299.95,144280.025,144303.8,141916.675,142778.0
20005,146402.95,144111.45,147668.75,151378.025,144963.6
20006,79755.9,69668.1,77446.05,72818.0,79001.3
20008,64801.65,51894.25,57911.6,25454.525,32228.85
20010,5542.5,6594.75,9769.825,32513.925,15029.45
20012,150237.85,149625.275,150513.45,149240.425,149506.1
20015,22045.675,10917.325,20583.75,1358.8,4367.45
20016,138738.9,133473.1,138410.6,111256.65,124945.45
20019,37813.2,30903.55,31519.7,22137.775,23899.45
20021,88147.5,89372.25,90442.3,110925.65,100072.05
20023,139922.675,138748.85,139713.95,142248.7,138609.5
20024,137367.6,135317.025,138136.65,133265.65,134272.5
20025,108222.725,107756.975,110553.15,113343.175,111962.5
20027,51923.1,33007.05,33042.725,59889.9,54402.45
20030,81697.525,83083.1,78705.15,88993.75,84421.55
20033,93057.0,86734.4,97314.5,110573.65,89925.45
20035,131701.05,129947.75,132720.625,137040.3,128913.05
20036,99850.475,79466.15,95486.2,83921.875,88425.05
20037,18450.075,19642.65,18283.15,1339.1,12679.3
20039,104789.3,101687.35,103718.45,92629.525,89075.8
20040,22750.5,18437.0,28824.6,12646.6,2062.35
20042,40478.1,26695.35,53268.75,39608.6,15402.05
20044,120747.0,121073.95,121781.75,123016.375,121420.9
20046,4453.375,3417.65,9153.425,16205.875,5139.85
20048,131656.325,130408.325,133588.925,125500.325,127770.95
20049,43386.125,29535.675,37662.275,59756.05,40935.95
20050,83410.925,75160.925,81622.3,112462.375,80272.15
20052,93835.5,89998.15,102385.45,105333.7,101249.45
20053,28398.9,20877.975,23881.425,37075.3,20021.7
20055,124483.8,124952.5,119280.5,127253.675,125412.9
20057,106924.25,102581.35,103570.25,121584.75,103046.45
20060,28045.275,15601.125,39008.5,59526.15,36898.35
20063,20396.325,18468.55,35102.225,1822.375,5447.4
20064,117462.5,116432.35,119459.0,111040.3,108021.7
20069,94030.25,93956.2,95841.95,94929.575,94557.3
20070,29150.55,23499.625,23410.95,26012.05,41246.25
20071,138835.35,137207.9,138780.1,137195.65,136657.65
20072,31164.475,18491.55,38982.325,41907.25,31870.5
20074,46582.4,42614.25,47859.85,59764.45,36409.95
20077,120570.7,119540.35,121008.95,114274.55,125211.35
20078,81413.9,72465.8,75831.65,73071.0,64695.9
20081,26529.475,15279.8,27615.8,57588.35,35792.65
20084,37481.2,32559.125,54975.5,49651.175,57809.5
20086,62435.8,53574.675,50173.625,60334.625,62255.9
20087,108584.95,104888.2,104609.3,114595.3,109569.2
20088,35005.25,26260.3,37307.375,35100.9,17638.0
20091,59300.0,62802.65,51382.85,61311.825,57393.9
20093,49489.1,46849.5,45724.25,53120.675,64112.75
20094,18558.775,18736.075,22956.55,54142.55,34752.85
20095,145029.95,141991.1,143738.85,145944.1,141548.6
20096,143188.375,142538.125,143949.075,140279.225,141305.45
20097,20797.075,7735.75,17005.0,3030.15,24511.5
20099,39063.35,40810.275,42656.475,65762.35,56714.6
20100,136752.85,135321.1,136934.2,136734.55,139038.35
20101,7242.575,6351.35,3336.7,20510.55,3104.45
20103,36716.1,31125.25,44171.1,36670.725,32109.85
20105,151277.6,150815.35,151364.8,149338.9,149282.5
20106,5388.225,7721.2,4296.625,4814.75,2957.2
20111,132275.55,130360.95,131585.6,126652.65,129375.0
20112,132144.25,131678.3,131624.0,127102.925,128415.3
20115,8475.6,5568.775,7511.65,7654.025,1042.0
20116,93259.1,76858.7,85932.55,60389.825,60294.25
20117,113388.2,116010.05,116474.75,118406.5,112726.55
20118,130569.9,129824.1,131650.65,124926.475,130746.8
20119,92591.625,86310.1,94383.5,121082.55,97516.2
20121,76979.05,53988.85,84040.25,75650.8,60380.45
20124,69585.75,53030.6,67614.6,77527.1,66404.1
20125,29006.3,13468.375,45120.025,58075.7,35324.4
20127,7040.325,3982.25,12199.6,28681.625,11964.5
20128,125712.55,124513.35,126581.45,127182.85,113737.55
20129,16823.15,19176.75,13264.625,44178.55,28128.8
20132,54196.775,37287.825,58235.35,58848.125,48663.6
20133,64090.575,55909.525,72809.225,68743.85,80258.4
20134,49057.35,35764.975,51265.85,78866.9,57600.25
20135,40907.775,39136.1,46940.5,33674.95,17966.25
20139,111161.675,111040.3,110369.75,113178.975,112976.15
20141,120090.15,120797.95,122271.6,125868.1,122517.0
20148,56466.95,54091.925,57876.55,61422.025,64661.7
20150,43203.575,28174.475,36380.35,58461.775,40050.4
20151,62738.25,56276.15,66348.05,31556.95,54259.3
20154,149735.0,148746.5,149906.025,143703.775,147968.25
20159,64133.575,39405.975,70588.9,72296.5,56951.25
20160,101385.0,99336.35,98916.6,89662.05,90650.85
20161,82720.2,70084.8,83004.125,68148.9,63464.3
20162,143176.05,142217.025,144671.55,140589.775,140972.8
20163,133834.375,132208.875,134546.0,134905.35,129654.6
20164,77190.1,68428.5,81954.45,69870.5,68291.35
20165,92804.875,86819.275,94286.275,93563.375,95761.7
20166,151466.25,150742.375,151567.725,149486.875,149994.65
20169,14663.4,10715.05,23939.6,12598.8,3010.5
20174,120758.15,115058.425,119805.35,126245.5,112974.3
20177,45587.225,26428.275,28832.225,62768.2,42571.1
20178,111581.925,103803.5,108106.625,85489.375,102543.6
20179,81555.125,80686.9,81112.4,64959.6,66502.75
20180,29508.875,33693.6,25703.825,23958.225,25630.5
20181,59026.35,42387.9,45135.6,43107.975,46964.7
20182,53481.1,46850.15,58435.75,80846.8,72596.0
20184,69768.5,64839.8,62528.5,89744.45,64819.45
20186,146981.7,145532.925,144916.8,148177.375,143580.2
20187,34671.55,17616.125,34186.35,36453.95,36294.25
20193,2332.675,3117.0,3842.675,8022.625,4417.95
20194,67223.65,57400.25,67079.75,55364.9,34469.7
20195,57779.65,52380.8,43093.6,60522.725,56089.35
20196,14759.625,14188.725,20714.25,15366.85,9586.35
20197,124734.85,122414.1,124991.0,129315.925,120199.4
20198,105947.05,106464.05,93801.3,111963.175,109316.65
20200,138533.725,137239.325,139002.0,133962.925,136631.85
20203,14967.2,10305.7,14983.25,25215.225,32338.3
20204,51116.05,38111.475,54724.4,58849.525,50012.45
20207,139453.225,139879.35,140062.4,135194.725,139046.35
20208,130462.85,129280.0,129093.75,126163.15,125119.25
20210,96567.6,80544.375,98543.1,81212.375,79516.25
20212,80946.8,88498.95,81323.55,98256.075,85804.85
20213,99681.6,95779.0,97678.15,92041.3,93659.25
20215,102226.55,105392.15,100581.45,98578.7,102872.35
20217,73653.15,63078.55,60398.25,59697.5,68764.0
20219,49473.4,44164.35,41031.15,23049.8,44032.15
20220,121320.05,111180.875,122343.725,105201.875,112616.05
20221,96610.3,79496.5,95954.325,80883.075,80808.9
20224,142771.275,141899.325,143137.625,139974.4,143328.55
20226,121339.1,119547.5,112798.4,115377.425,115610.45
20229,60199.4,50968.45,65159.9,56532.025,35371.85
20231,70066.8,61836.925,74492.8,72508.325,65758.35
20232,138427.25,137082.8,137970.075,131154.6,141604.5
20234,126425.05,127723.35,126506.5,125194.3,124654.9
20237,128470.2,129125.35,129975.4,117960.525,130131.8
20238,28333.65,21976.375,31674.5,17631.75,23301.5
20240,5880.725,7602.275,8835.7,22172.325,10876.8
20241,143722.95,141093.85,142337.775,150080.25,142354.85
20244,148984.525,147834.475,149486.625,145555.125,147343.75
20245,56918.7,38983.9,54013.525,82479.9,51862.45
20249,123821.575,123006.0,123650.95,122560.675,120880.35
20251,98599.8,87804.975,104110.975,102265.725,79156.675
20253,34384.35,24135.9,19882.95,38277.1,42767.4
20257,135772.85,133214.2,136906.9,140079.375,132511.75
20260,80894.55,78274.6,88337.15,86013.05,86002.2
20262,77436.95,57499.45,70744.85,64448.35,52063.45
20263,114207.15,111568.275,111826.5,116442.225,114278.95
20264,13553.125,6889.65,4379.825,18951.5,16508.25
20267,5422.55,6963.65,7342.075,38444.4,40386.7
20270,16738.725,15222.1,17934.225,13800.7,2724.6
20271,15050.35,9511.925,27008.25,12267.575,2922.0
20277,16043.375,8596.925,11822.8,7075.6,1015.5
20278,86800.2,87725.55,89909.05,110951.15,99329.75
20279,105760.15,104317.2,106916.825,110034.275,104329.95
20283,131754.6,130424.25,132754.9,126210.55,122603.4
20284,33943.1,24368.15,38724.75,37305.625,41296.7
20286,69724.0,78330.0,76143.0,88243.475,87841.8
20288,5739.025,4466.95,5822.325,9059.15,1494.5
20289,65846.5,77860.4,64926.85,61528.8,76366.45
20290,61387.775,64867.65,75556.1,61987.0,65981.1
20293,57873.725,40565.075,43020.55,54779.65,61363.0
20294,4016.15,9271.725,5253.4,33954.95,27604.75
20295,107873.925,93614.725,113069.825,104976.0,93109.625
20296,40083.25,27271.2,42748.6,44328.375,57518.3
20297,3801.05,3474.7,3347.675,23527.175,14895.2
20298,126650.2,126312.85,127535.7,130253.2,131200.65
20303,73477.55,87830.65,67692.5,87567.35,71436.4
20304,19500.025,11215.125,28392.675,34693.175,17106.8
20306,9240.7,8711.825,7255.675,19336.95,38123.05
20309,135778.3,132350.125,136988.25,137364.425,134780.3
20312,142396.5,142555.25,142581.7,135551.175,142653.1
20313,110981.175,104617.75,109250.0,118631.225,95946.6
20314,111756.75,109462.8,111416.2,112311.15,109380.85
20316,7652.6,6234.2,5983.3,27631.025,6890.3
20317,55574.8,44892.35,63291.45,46202.0,52755.95
20318,108216.95,103294.2,107136.45,115175.375,109434.2
20320,54537.35,44304.15,49525.8,46127.2,52207.55
20321,95029.9,87627.15,94053.55,97576.4,89564.05
20323,146460.0,145662.675,145843.75,148147.1,143491.4
20324,131779.8,130400.45,130915.0,131637.95,128040.65
20325,96645.6,78238.3,89120.475,79900.95,78395.975
20331,36043.025,33101.175,43178.275,48033.9,21774.1
20333,113902.2,105576.275,109858.25,125915.3,104778.9
20334,38874.2,27709.575,32106.625,35514.075,18984.8
20335,109007.9,109061.7,110211.45,117434.775,110953.1
20337,47456.175,42453.175,47740.075,51338.1,55687.35
20338,52977.15,53171.9,44341.7,43134.1,32401.0
20339,26491.35,20514.05,21835.825,5692.3,24189.8
20340,90658.95,85699.7,94993.45,95533.25,85370.2
20341,88158.45,79337.2,89220.15,88745.25,76725.25
20343,86718.45,87849.5,84011.35,96471.2,84992.05
20346,2332.675,3300.5,2880.575,13885.175,2552.55
20348,46573.775,35862.45,62286.95,33893.975,12953.85
20349,51659.9,47607.8,54165.6,40756.175,35752.5
20353,72945.95,73515.0,78815.55,90749.425,74183.6
20357,6632.475,6363.7,14665.225,21444.975,9235.45
20358,124005.65,120919.3,124542.85,118313.85,117560.25
20359,15372.15,7878.15,22454.7,25364.225,22298.4
20360,34820.775,20908.125,33235.65,42771.575,42463.65
20365,46294.725,32160.35,41926.975,40598.525,53208.15
20366,19261.1,27256.125,34475.85,52.55,21431.25
20367,18539.375,11023.45,12688.75,43642.125,42863.95
20369,19215.05,13115.8,18328.65,40181.1,42414.9
20370,57001.525,39243.05,69638.15,75483.225,52847.6
20371,104278.775,101134.25,105599.7,101669.8,103564.55
20372,136876.3,135613.0,136937.55,137103.0,130623.25
20373,52138.55,32461.875,62923.6,65965.925,46436.85
20374,57611.5,50388.8,54354.35,82202.1,53113.4
20375,120987.1,121570.9,119441.0,119724.75,121348.1
20376,125917.9,118939.125,121381.3,121826.6,104980.8
20377,145832.0,144141.95,146064.55,148225.1,143555.35
20378,50424.85,48166.7,42564.85,61993.375,60254.95
20379,93002.975,88526.9,93951.025,80892.25,83785.75
20380,117038.55,118568.55,120223.95,121832.725,119769.7
20381,6656.15,6080.5,12093.875,21713.05,6624.75
20383,124349.15,118461.425,124520.8,124342.85,112734.85
20384,63740.925,48545.275,62491.425,76014.75,56943.55
20386,39544.05,30499.6,31159.0,10659.45,29143.35
20391,4052.1,4995.125,3744.725,8808.225,5547.65
20392,32317.525,21967.15,27740.35,37267.125,23417.5
20393,43803.975,19130.175,48665.85,27759.175,24992.55
20395,49624.15,29320.875,49416.875,65792.75,45725.75
20398,58888.6,49628.725,52744.85,52141.7,53743.05
20399,61858.65,53219.15,53814.0,61792.0,68349.05
20401,74440.75,85439.8,80066.75,89007.1,103621.225
20402,137302.775,134770.15,136498.55,140703.8,130865.15
20403,128948.55,129475.9,130124.3,124560.4,125125.8
20408,60654.85,58047.0,43264.45,56467.85,58321.1
20409,56175.3,35934.425,39782.275,85800.0,50813.9
20410,88737.85,78949.35,80218.5,108173.3,76389.55
20411,151501.85,150880.8,151530.575,149423.675,150284.4
20412,149937.325,149677.75,150388.425,146393.95,147902.9
20414,27523.725,18387.8,29270.225,15402.675,5268.7
20416,6556.875,6289.05,3465.35,10132.35,1028.85
20423,150705.425,149560.05,151032.5,149394.825,148302.4
20424,151326.625,150259.3,151261.575,149721.125,149525.7
20427,76765.15,60095.4,68735.2,24119.6,25222.8
20429,115450.125,108007.45,115202.25,130531.025,115319.4
20431,79925.5,91379.7,82211.8,99962.2,95992.1
20433,81952.175,78410.675,77918.9,76122.75,90133.2
20438,120679.95,115631.05,120893.4,121299.8,118061.35
20440,35116.85,27341.25,35143.925,47461.375,55343.35
20441,32861.625,29526.85,33037.475,22889.65,42367.4
20443,130880.8,127966.575,131021.8,136596.725,127460.4
20444,112079.75,110637.25,110825.4,94167.4,93806.55
20446,23293.0,16088.35,18333.55,63076.75,39986.95
20449,114118.5,112917.65,115239.4,119279.05,110911.2
20450,111728.2,108049.9,111274.35,113986.975,111184.55
20451,118559.0,125003.4,121793.15,120975.5,116759.5
20452,127566.65,121384.45,126662.7,126768.55,114826.25
20453,62357.5,59185.2,67325.15,56111.15,65656.3
20454,23538.975,20119.3,31411.4,24093.05,35141.65
20455,79511.05,79407.375,64933.525,84872.125,84198.85
20456,134367.25,133138.6,134081.85,138861.95,131538.2
20457,20706.75,18945.4,17242.0,6929.3,1083.8
20458,85727.125,81273.4,94281.95,67924.275,84600.55
20459,128454.875,126725.65,126259.4,122734.8,121189.2
20463,97102.225,79072.875,90422.125,81165.575,82041.675
20465,141339.45,141613.25,141499.4,132081.25,139654.95
20467,10357.875,7919.425,17061.1,33280.9,8442.85
20468,45355.4,30865.6,40464.65,63250.1,44199.7
20470,7053.725,8249.625,7474.775,27925.05,12842.8
20472,6346.55,6162.15,5084.7,28343.75,14043.0
20474,28192.975,18838.55,50470.175,41732.7,22959.55
20476,36210.6,30891.35,37219.75,49153.5,51682.65
20477,123859.9,122837.3,123878.25,126628.7,122929.6
20480,140556.5,138765.375,140862.825,145639.325,137968.85
20483,22295.275,8793.2,15537.0,549.35,1104.55
20484,13490.75,5629.6,14999.475,16002.25,41728.4
20487,126978.275,124127.75,127372.2,122391.35,121042.9
20490,119398.65,119478.15,117785.3,124036.7,92783.05
20491,83181.85,73802.1,96890.5,74903.625,89420.6
20497,87314.2,93731.6,91013.45,51240.65,72153.3
20498,35430.425,29967.625,23805.9,20073.8,29025.2
20499,95918.8,84866.75,97624.45,104126.45,83064.8
20500,21961.3,15756.225,24442.975,8977.475,6381.2
20502,64857.65,47599.0,53615.0,34596.3,31275.95
20503,51581.7,58323.15,46304.05,95538.25,61571.05
20505,105706.925,103871.8,109806.4,90225.925,96199.1
20508,138333.05,137082.5,138149.675,139327.3,134916.8
20510,142148.975,141533.9,142183.05,142691.925,141916.15
20511,114767.2,104896.775,110271.85,106337.625,106537.15
20516,91609.05,83031.8,89592.3,88025.45,77403.15
20520,7497.025,4301.425,4928.625,24676.85,4973.6
20521,101568.625,110709.825,105046.95,106581.05,106396.2
20522,92358.8,84807.35,93466.85,80538.125,85581.7
20524,9265.375,5956.475,8348.85,32896.025,7432.25
20527,36150.825,31249.125,21159.8,5823.0,48513.45
20529,79025.5,72995.0,74668.5,65436.375,74555.05
20530,136069.0,134873.35,135124.75,133507.75,129455.25
20532,118278.2,120510.4,117691.65,117435.95,108277.85
20533,27835.525,24269.125,19404.35,29194.2,31519.8
20534,28350.3,22424.525,24719.375,32019.725,8789.425
20535,127232.65,126598.0,127683.05,118342.025,125024.05
20537,24197.6,18693.0,31149.5,22848.4,25773.0
20538,87000.8,84772.65,85161.8,93005.15,79053.3
20539,37041.075,33253.85,24675.75,33986.975,38301.4
20542,147294.05,146872.975,148084.4,147843.925,144143.075
20543,121103.65,117798.3,118076.0,109226.45,123513.15
20547,140585.375,140531.95,134153.3,139610.425,138421.25
20549,82041.95,81894.3,74627.55,73811.175,85923.6
20550,123685.6,124692.3,117790.9,119163.75,121419.45
20551,57361.125,43958.7,46784.775,84011.875,52460.05
20552,106210.575,97983.875,113337.475,105025.55,94952.175
20554,17867.85,15688.125,14965.725,40423.15,19216.2
20556,83638.65,81093.35,86707.15,100235.65,83455.65
20557,131968.6,133978.95,132692.05,129570.5,130600.95
20560,46397.975,24141.875,57545.3,58497.425,38611.55
20563,28200.65,16240.6,40317.025,66444.5,44932.85
20566,66627.0,56588.2,75664.65,98242.35,47487.85
20567,130881.05,130140.7,129953.55,130681.0,123901.1
20571,95689.5,91776.725,92531.15,84552.875,98000.5
20574,113435.7,112900.1,110284.3,102461.7,106099.35
20577,87131.5,93446.7,89479.4,102323.575,89169.6
20578,24232.175,20175.925,15101.35,12106.525,8658.05
20579,150608.975,150083.7,150812.125,149266.2,148899.55
20581,13369.0,7379.9,11651.05,19756.1,16524.1
20583,148164.5,145954.9,148151.35,151067.225,148229.05
20585,74542.25,63104.25,68846.3,34374.65,37389.45
20586,21497.925,20909.275,26590.525,48689.65,47123.5
20587,112102.0,92687.35,112796.025,84224.7,92552.3
20589,115939.95,117635.2,115557.65,116037.85,119668.05
20591,134597.1,133492.825,134851.625,136841.875,130391.8
20592,67576.625,59484.575,71564.4,54085.325,56538.85
20598,21348.975,19584.475,19290.575,59257.35,49058.2
20599,124655.3,124625.85,123405.95,134214.1,125862.35
20600,49433.75,31147.4,60632.2,68998.35,51725.95
20601,63944.65,75567.65,59430.75,85703.65,88200.4
20609,107059.65,98111.35,109260.65,118070.15,95615.85
20611,35387.825,36497.125,34273.1,49459.625,61042.05
20614,25320.875,20574.35,26502.175,51443.7,39033.65
20615,110639.45,91897.8,112537.85,84834.7,100005.05
20616,126051.975,123541.9,127101.0,120970.225,120996.25
20617,132936.6,133553.85,133195.85,134376.95,132435.35
20618,76860.025,78639.3,80331.1,76202.525,77835.3
20619,100840.7,99609.475,96240.925,112752.375,108728.1
20621,4583.875,4109.775,4316.975,8369.1,727.45
20623,84299.025,80993.7,79871.3,77277.45,87746.2
20624,114211.9,101922.475,112655.15,113057.175,107697.8
20625,16937.75,7304.275,23772.35,28728.825,19931.2
20630,71007.3,53667.95,70519.7,57095.15,47253.0
20631,52895.275,53672.6,57058.6,47086.575,55981.0
20632,109210.175,106498.45,112178.15,92958.05,92976.2
20634,41933.95,26124.85,31366.175,23713.65,35467.25
20636,149364.3,149011.75,149886.2,145798.55,147375.95
20640,107660.8,100177.525,106754.3,124024.0,110419.7
20642,51528.575,35558.5,43808.05,44173.175,34191.6
20646,145994.075,145395.8,146911.6,147387.5,143083.55
20647,60464.825,63091.675,62189.1,66594.4,72941.4
20648,141477.275,141572.5,142336.025,140590.05,139070.85
20650,99206.35,96559.3,105084.15,110706.775,105012.65
20652,67563.3,73524.05,59901.95,73328.775,57657.85
20653,151369.1,150750.25,151542.05,149468.9,150216.25
20655,21413.85,14590.8,16565.6,11657.375,1253.8
20656,143509.25,142719.25,142659.8,139672.825,150908.55
20661,31683.475,23899.15,33698.05,52477.975,54942.15
20663,76309.0,67162.05,75445.025,62540.0,56017.7
20666,130107.9,127942.35,131072.075,132103.7,127743.85
20667,2332.675,2457.025,2880.575,9232.75,2857.95
20673,129498.475,128041.25,129049.1,126105.775,125740.9
20676,72683.7,74926.0,66533.2,63076.25,65216.2
20678,84103.75,75274.75,77396.3,77459.45,87955.7
20684,32676.125,26511.2,17442.975,51111.9,45093.75
20689,33076.1,35680.0,24458.35,28634.6,36812.35
20690,134858.225,133805.525,134313.275,136873.4,130913.75
20692,149153.725,147917.25,149361.2,145684.15,146934.4
20695,32359.875,32812.4,41193.225,36298.1,38797.6
20697,99431.925,98814.625,96146.0,88254.675,100091.8
20700,90120.3,82669.15,81434.4,98083.925,75254.2
20701,120030.45,114911.95,121504.1,133445.95,125764.1
20703,104589.275,90449.725,100105.95,118044.25,92768.2
20707,76820.6,72642.9,83508.8,58761.65,67105.3
20708,126048.575,125464.9,127535.2,117909.2,126072.4
20711,79552.075,86620.85,83809.25,95064.35,97677.95
20717,5485.475,3243.9,3036.35,18631.775,7026.5
20720,32899.0,31096.925,38268.525,57971.0,37572.7
20723,135709.85,134512.0,135396.55,123538.8,139182.7
20724,76665.05,77645.0,86077.7,111910.625,79869.5
20726,76701.3,46754.5,76169.0,94323.025,66523.6
20730,74417.5,50925.475,72174.85,74945.95,61701.45
20731,131153.25,132923.25,132180.2,134716.4,126577.9
20733,96384.9,92830.65,98080.05,113534.125,88411.6
20737,52465.575,40552.05,56699.2,53774.025,53278.4
20738,17885.475,18914.975,19280.625,30911.05,30516.6
20739,46258.15,25625.625,31150.925,64438.1,44687.55
20741,119833.55,117629.825,121576.425,125806.375,118224.9
20743,130624.0,130888.9,131344.0,131566.9,131740.15
20744,17194.2,8691.7,11128.325,12640.7,19385.0
20746,32841.775,26716.6,47294.8,17619.15,23896.2
20750,45187.65,39969.65,48911.25,64822.5,51792.3
20753,26499.6,11196.075,29834.15,8241.225,25330.6
20755,54846.75,39407.95,59589.65,11436.725,35888.15
20756,54912.775,43381.85,63016.225,59381.825,62591.25
20758,61348.525,58201.45,59566.75,61245.075,66353.2
20760,42328.1,18623.25,24564.775,35583.075,35025.2
20762,147455.45,146919.075,145368.525,145310.425,145664.05
20763,70258.1,65779.125,81015.0,84913.625,82944.05
20765,22554.375,15861.425,16613.575,427.4,2504.5
20766,144476.05,143512.775,143060.55,34257.35,123246.35
20769,30858.275,17323.05,34722.8,66289.65,42893.7
20771,102728.95,98932.4,103952.3,88629.25,103743.95
20776,42385.95,51294.6,45256.55,56687.175,53172.4
20777,138795.325,137068.4,138226.85,135486.65,136875.1
20778,143323.925,141465.675,143071.0,137727.125,139993.7
20780,137899.4,137385.025,138168.65,139150.025,134637.0
